text,label
평이 워낙좋아서 봤는데 갠적으로 넘별로 .. 한가지 알게된건 한때유행했던 그춤이 이영화에서 원조격으로 나온건가?,부정
힐링이되었다다아아아,긍정
다들 1점 주는 분위기니까 나도 줌,부정
최고의 로드코미디 뮤비!!! 꼭보시길...,긍정
한국에서 만들영화가 아니다,부정
저 광신도 놈들이야 말로 국가의 암세포들이다.,부정
본방사수로 보게 된 드라마 손현주 연기 진짜 잘 하신다,긍정
김진호 휘성 가슴찡한 무대 고마워요~~~,긍정
정말 감동적이에요..잔잔한 감동을 원하신다면 강추,긍정
다리가 멀어 ㅅㅂ??,부정
"""얘네 배우들 맞냐? 어째 하나같이 연기가...ㅋㅋ 그와중에 명대사 """"화쥐뫄아. 이 괴위섀위꾸이드롸아""""""",부정
모지 이 그지같은스토리는...7회 완전 막장이네.ㅋ6회까지 재미지게보다 이제안보련다..무슨 여자가 씨*이 인가 만나는여자마다 임신시켜.ㅋ말같지않는게 드라마지만 이건좀 아니지ㅡㅡ주연이 아깝다 작가야ㅡㅡ,부정
그냥 쬐끔 황당하기만 하다.,부정
이말년 좋아하면 좋아할수도!!,긍정
나의엄마 대침몰?? 패드립인가요??,부정
"밀루에 셔? 밀루유 떼베.. 나의 Top5 영화 기술과 스케일 만이 좋은영화의 전부는 아님 , 산에서 한 대화와 불장난 대사를 통한 여자의 행동을 이해 못했다면 원스를 다 봤다고 할 수 없음",긍정
제가 사랑하는 영화예요..5년이 지나도 아직도 줄거리가 생생히 기억 나고 장면 하나 하나가 다 생각나요. 제가 기르던 강아지를 볼트라고 생각하고 끌어달라고 계속 씽씽카에 매어놓았던 기억도 나고...저에게 이 영화는 추억이예요...이 영화...대작이예요,긍정
"너무나도 사랑스러운 아이에게 세상의 편견이 해피엔딩이 아닌 새드엔딩을 준 영화. 도입부에서도 한 번, 끝날 무렵에 여러차례 울면서 봤습니다. 마음이 아프네요.",긍정
120부까지라서최대한복수를끌어보려는건알겟는데자꾸스토리가이상해지네요하준이는집착남이되고강의경은답답이가되고자꾸쓸데없는주변인만늘고 방금dmb로봣는데그타이밍에밝혓어야됏는데또질질끄네요.보면서아직도이렇고잇네.했습니다.중간에흥미잃고지금은안보지만그만끌으셔야될것같네요,부정
역시 명작은 다르다...사람의 심리를 절묘히 비튼다.,긍정
예전에 케이블tv에서 봤는데 꽤 잼있게 봤다는...,긍정
조니 뎁에게는 잭 스패로우 케릭터가 가장 잘 어울리는 듯. 이 영화는 좀 아닌 듯. 소재는 좋은 데.,부정
우리나라에도 이런영화가있었다니 ㅋㅋ 존잼 노래도 굿 !,긍정
들이비용에 비해 스토리가 형편없음. 단지 영화의 장면하나하나는 섬세합니다만 그 외엔 크게 기억에 남는 작품은 아니에요. 퀼리티는 끝내줌.,부정
남편이랑 오랜만에 보 한국 영화기대 이상이었습니다강추하고 싶습니다^^,긍정
이걸 개봉했네 ㅋㅋㅋ 진부한 소재를 무지 지루하게 품..재미도 없고 그렇다고 전달하는 메시지가 있는것도 아니고..정신병자의 심리를 잘 그려낸것도 아니고..,부정
이건 에이프럴의 내적 문제이지 사랑이니 꿈에 대한 도전이니 뭐니 이런거는 소재일 뿐이다. 케이트는 무서울 정도로 연기를 잘하고.,긍정
너무 좋아서 두번봄 격하지만 다정한 영화,긍정
역대 공포영화중에 최근 공포영화라고는 생각할수도 없는 최악의 공포영화... 공포영화라고 장르를 말할수 잇을까...그저 스릴러일뿐,부정
미스캐스팅. 손발 오그라드는 연출과 편집. 첸 카이거 감독 작품이 맞는지 의심.,부정
X도 안되는 빨갱이 미화영화,부정
눈감고 봐도 명작임이 느껴진다 60년대 최고 장편 스팩타클 블럭버스터,긍정
우리는 단지 진실을 알고싶은것 뿐이다 그당시 발표가 우왕좌왕 했던 것이 사실,긍정
분노로 가득찬 내 별을 받아라! 젠장 -_-~!,부정
중간중간 빵빵 터진다,긍정
재미가없다 전쟁영화인줄알고밧는데 머야,부정
한마디로 짜증100배답답100배그아빠에그딸이킴만불쌍해 무슨죄야,부정
"만든다고 수고많았는 것 같지만, 너무 지루합니다. 유역비는 예쁘네요",부정
조인성팬으로써 잊고싶은 영화...ㅠ.ㅠ 그래도 나중에 인성님 연기력 급상승했어요,부정
"...,....,...",긍정
추억의 애니! 바론 존멋ㅠㅜ,긍정
아이유짱이다!!!!,긍정
이래서 캐스팅이 왜 중요한지 한번 더 일깨워주는 드라마!!,부정
TV 에서 하길래 그냥 봤는데 ... 시간낭비같다,부정
완전 모지??이영화ㅠㅠ 결말이ㅋㅋㅋㅋ이러면안되지ㅜㅜ완전허무,부정
이런 영화가 먹히는 시대가 있었다. 성찰이 지엽적이고 단편적이라 메지시가 분명하지 않기도 하거니와 스스로도 정리하지 못한 흔적이 역력하다. 간혹 보이는 좋은 화면은 볼만한 수준. 한마디로 정보가 없던 시절에 작가주의라는 편리한 도구를 이용한 졸작.,부정
극장을 일주일동안 세번 들락거리며 봤던 영화,긍정
어디로 갈껀데? 가면서 생각하지 뭐..,긍정
시걸 어르신의 투혼은 있는데.. 내가 못됐나보다. 1점도 더 추가하기 싫음.,부정
스키에대한열정으로만들어진'겨울냄새' 가슴찡한 데몬스트레이터들의이야기..강추!!!!,긍정
"공원에서 죽치다가 개 끄는 미녀 건졌네, 아유 로만 폴란스키는 왜 나와",부정
울면서 본 영화다.,긍정
볼만함,긍정
아름답지도 않은 여주인공이 이렇게 매력적일줄이야...해리슨 포드의 마지막 요리장면은 정말 백미였음...,긍정
딴채널 돌리다가 보게 되었는데 끝까지 보게 되었네요 .너무 재밌었고 유연석이 손호준이랑 바로 챙기는 모습 보기 좋았어요!다음주도 대박나길!,긍정
난 이 영화가 싫었어ㅠ 볼 때마다 너무 울어서ㅠ,긍정
"학교에서 봤을 때 무슨 영화인지 몰랐는데, 화가가 그려준 그림 보고 떙떙(혹은 틴틴)인 줄 알았다. 정말 소름 돋을 정도로 영화 잘 만들었다.",긍정
진짜 너무 예뻐요ㅠㅠ 학교에서 봤는데 다들 집중해서 잘볼정도로요 손예진 존예,긍정
올해 최고로 잼있게 본 영화에요!,긍정
영화 '도희야' 에도 출연한 주연 할머니 청룡영화제 대상감 추천,긍정
당시 x 예쁜여자로 유명한 정선경 2번째 작품..특기한 소재 좋았다..,긍정
애들이보기엔 어렵고 어른이 보기엔 심심하다 이토록 재미없을수가..,부정
샤론스톤이 제일 조신하게 나온 영화인가? 어울리지 않음.,부정
복수에 눈을 멀게 한 것도.. 그것에서 자유롭게 하는 것도 바로 사람이다...,긍정
"다람쥐는 2배나 더 많아졌는데, 1편을 귀엽게 본 사람들은 2편도 괜찮게 볼 것이다. 마찬가지로 1편이 별로였다면 분명히 2편도 별로다.",부정
연애의 발견 최고!!정말 재밌게 봤어요 그리운 태하여름,긍정
미안해요;,부정
스티븐 시걸. 이제 재기의 가능성은 제로인건가...,부정
액션계의 미친 존재감!!!,긍정
이젠 완전 쓰레기로 전락했구만ㅡㅡ,부정
다수의 괜챦은 씬이 있었음에도 아쉬움 가득한 영화,부정
별 내용없는 팬서비스용 영화,부정
명탐정코난몇OO이고계속해라!!!,긍정
코난은 뭐.... 않봐도 10이다,긍정
자신의 죄를 덮으려는 자와 거짓에 맞서 싸우는자. 목숨의 문제가 아닌 영혼에 대한 그들의 싸움. 마녀사냥과 종교재판은 신을 위한것이 아닌 인간의 탐욕때문에 행해졌다는것을 보란듯이 드러내는 영화.,긍정
재밋쪙,긍정
80-90년대를 살았던 10대라면 미친듯이 열광하게 만드는 락!! 다시보고 싶은 영화!!,긍정
별주는것도 아까움 ㅈㄴ재미없어 ㅡㅡ,부정
내가 롭 코헨을 싫어하는 것에 대해 별 이유를 붙이고 싶지 않다,부정
이야기가 정말 별거없다. 그렇다고 액션이 화려한것도 아니고. 분위기만 잡다가 끝나는 영화.,부정
아이고 개죽이 지금쯤 어디있니,긍정
매우 재밌다.,긍정
평점 조정 중입니다. 모두들 즐감하세요.,부정
정말 후반까지 이해 된다하면서도 지루하다가 추리하는 느낌으로 봤는데 맨 마지막 부분에서 뒷통수를 맞은 느낌이랄까... 정말 결말 부분 보고 이 영화를 봤던걸 후회하지 않았습니다.,긍정
시간가는줄모르고 봤다..,긍정
이렇게 좋은 영화를 이제서야 본 내자신이 후회스러울 정도입니다...,긍정
말이 필요없네요 마지막에 소름이 쫘악오만과편견 진짜 좋아하는데겹치는 부분도 장면도 많아서 재밌어요해피엔딩이 좋지만 이런 엔딩은 여운이 길어서 또 좋아요 ㅠ,긍정
그냥 영화 욕심내지 말고 애니나 만들어라 일본은 영화는 멜로물 빼고는 기대가 안된다.,부정
제품은 세계적으로 유명한 일류기업일지 모르지만 삼성이라는기업을 위해 열심히 일하다가 불치병을 얻거나 고인이된 직원들에 대한배려는 삼류도 못되는것을 알리는 영화,긍정
"솔직히 8점이상은 되야함. 전 리메이크작들을 본 사람들은 모르겠다만 처음 본 사람 입장에선 초반부터 끝까지 몰아치는 스릴감, 흡입감 모두 장난아니었다. 오히려 장황한 과학적 설명들을 축약하니 스릴에 더욱 집중할 수 있었음",긍정
이 영화보다 화려한 CG는 본 적이 없다. 이 영화는 제대로 미쳤다.,부정
"드라마 구성, 배우들, 작가 모두 완벽한 드라마",긍정
그냥그런 미국식 야한 블랙코미디.,부정
"배우는 공과사를 구분해야한다지만, 강혜정 임신중이었을때 이런영화 찍어도되나싶음",부정
불쾌한 뒷맛.,부정
맹꽁치때문에 프로그램이 확 맛이 갔네요,부정
음악이 좋네요 가렛의 연주도 일품이고,긍정
120억 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정
도대체 머하는 영환지 몰겠다.흑인보디가드하고 여자 ㅅㅅ하는 소리만 듣고옴.,부정
I love this series so much!! very familiar name 'SAMSUN',긍정
평점보고 갔다왔는데 정말 재밌네요. 10점 줄만한것 같습니다. 다운받아서라도 꼭 보세요. 여럿이서 함께볼수록 더 재밌는것같습니다. 높은평점이 나오는 이유가 있네요.,긍정
젊은이들이여 집에서 떠나라,긍정
진짜 대박 재밌음 역시 톰크루즈,긍정
재밌어요 ㅋㅋ 걍 재밌네요,긍정
팬들이나 좋아할 영화 그 증거로 성별 평점,부정
지겨운 신파극,부정
진짜 최고입니다.. 전쟁이랑 멜로를 잘버무린 명작,긍정
게임 팬과 반담 팬을 울린 영화,부정
좋다..너무좋다 불교에대해깊이생각해본다...,긍정
런닝타임이 짧지도 않은데 내용이 왜이렇게 허술한지,부정
난 페어리테일을 평생 시청할 거임,긍정
한사람의일대기영화죠 산드라디는 그렇게 부각안됨,긍정
조성하의 연기 빼고는 볼것없는... 어떻게 영화 재작 투자를 받아내는지 미스테리네.,부정
곤사토시는 일본의 크리스토퍼놀란같다...,긍정
가스미가 뭉크리 뭉쿠리,긍정
이게 영화냐 쓰레기 영화지;;,부정
초반보다 후반이 완전 즐겁네요 ㅋㅋㅋ후반전투씬은 대단합니다,긍정
2편을 후카다 쿄코가 망쳐놨어.... 제기랄... 이 재밌는 영화를...,부정
ㅜㅜ길로서원,긍정
길에사는 애들 촬영해서 여기산다 광고좀하지마여 지금 총상입은것도 다 당신작가피디탓이야 그냥 좀 놔두라고 집에 있는 애들이나 찍어 왜 공개적으로 알려서 위험에노출되게하냐고,부정
".. 혹시 볼생각이면 보지마세요.. ㅣ시간 아까 워요,..영상도 별로고 내용은 엉성하다 못해 짜증이 나네요. 일본영화 나름 봐왔지만 정말 최악인듯.. ..",부정
진짜 엄청난 시나리오와 완성도다...천재다 감독은...대박이다,긍정
참..재미없다..예전엔 막장이라도 재미있는 부분도 있었는데 ;;;여성비하 대사는 여전하고~,부정
밋밋한 권투씬에 도저히 이해 안되는 스토리와 스킨쉽 장면,부정
기억에 오래 남을것 같다,긍정
마지막 결국엔 서로 못 만났다는것이 슬펐지만.. 어딘가모르게 가슴 따뜻해지는 이유는 메리에게 아기가 있고 그건 희망을 의미하는것임이겠죠?,긍정
뭐냐 리스고우,부정
너무나도 유명하고 믿음이 팍팍하는 배우와 달달함이 만나니 여태까지 본 로맨스 영화중에 이게 최고인듯!!!!,긍정
링이란이름으로 마케팅 하기엔 이제 너무 먼 이야기다.. 감 많이 잃은듯,부정
82년도에 미국은 벌써 저런걸만들다니...역시 대단,긍정
졸잼 빨갱이들찔려서 평점내린거보소,긍정
개나 줘도 보지않을 쓰레기영화,부정
ㅎㅎ,긍정
포스터만 봐도 모든걸 알수 있을듯. 이걸 돈주고 보는 사람은 없을꺼고 통신사 맴버쉽으로 보겠지만 심심하다고 사들고간 팝콘과 오징어에 감동하고 나올듯.,부정
토르: 마법망치의 전설과 맞먹는 쓰레기 성우,부정
사랑을 모르는 사람을 이해못함.,긍정
세터민에 관한 뉴스를 봤는데 그 내용이 이 영화에도 있네요. 가상이지만 현실삶에서 북한동포가 느끼는 대한민국에서의 어려움을 조금이나마 보여준것 같습니다. 눈물이 나더라구요ㅠ목숨걸고 탈북한 이들을 보살펴야 한다는 마음에서 fighting을 외칩니다!,긍정
좋은 영화 가족에 대한 사랑과 꿈에 대한 사랑,긍정
난좋았음 배우들도괜찮고,긍정
이런거 넘 좋앙,긍정
벨루치 누님을 데리고 이렇게 재미없게 만들다니,부정
와...이거 진심 추억...완전 재미있었는데....테이프 너무 돌려봐서 테이프 버렷다...,긍정
"이광필,이것이 바로 우덜식 민주주의다 나하고 의견이 않맞으면 무조건 숙청인거다.",긍정
무협영화의 수치,부정
"재일 좋은 노래가 시작부터 흐른다 그뒤로 끄고싶은 뮤비들이...화려하게 끝 맺는 뮤지컬적인 요소도 없고, 드라마적 기질이 다분한영화",부정
깊은 생각을 준다곤 하지만 개뿔 그럴꺼면 웃기지 않게 하던가 괜히 코미디는 지향하네,부정
시간대 효율비가 너무...== (그렇다고 공포스러운 것도 없고),부정
감동과 여운이 짙게 남는 작품입니다.,긍정
안그렇게 봐줄라해도 불편한건 어쩔수가 없다,부정
"도대체 조여정은 무슨 생각으로 이 영화?를 선택했을까? 정범식, 영화하지 마라.",부정
11편까지보다가도저히더못보겟다결말도안궁금하고 드라마에서도낚이네,부정
정체성을 못찾고 방황하다,부정
꿀잼,긍정
원작이 이문열 최악의 졸작이니...무라카미 하루끼의수준?,부정
회수 좀 늘려주세요 ㅠㅠㅠㅠ 존잼,긍정
쩐닼ㅋCG갘ㅋ와 미친ㅋ,부정
이런결말진짜싫은데...싫은데....좋네,긍정
잼있는데~시청률은 낫네~~일부시청률조사라그런가?요즘요거땜에~티비보는데~열심히연기해주세요열심히보고있어요,긍정
어우~ㅅㅂ 개졸작 여주인공 쳐OOO 비명소린만 꽥꽥 질러대고 보는내내 짜증나,부정
굿,긍정
무슨 말이 더 필요해? 마이클 잭슨인데.,긍정
볼수록 답답하고 짜증남.왠만하면 보는데 4회 보다가 도저히 볼수 없어서 끔.이런 드라마 근래 처음임.드라마 매니아인 내가 보다가 도저히 더 이상 보지못한 최초의 드라마임.티 브이 껐음. 끄고나도 한참동안 짜증남.,부정
헐 잭바우어 횽님의 스무살 모습이...!지금 ebs에서 봤네요ㅋㅋ,긍정
왜 극중 이름까지 밍쿠찌아야,부정
알바 평점에 낚였네...,부정
매체(Media)와 영웅(Hero)을 코미디로 고찰하기,긍정
"단순하게 말 많던 뇌 장면 때문에 저평가를 받아선 안 될 작품. 양들의침묵에 비해 뒤처지는 속편은 절대아니다. 배우들의 앙상블은 물론이고, 매 장면마다 설정된 미장센이 일품이다. 딱 하나, 원작처럼 이뤄지지 못한 한니발박사의 사랑이 너무 안타까울뿐..",긍정
배우들이 예쁘고 봐야돼 베리굿~~,긍정
평점에 낚임 ㅜㅜ 너무 헐리우드식 유머에 익숙해져버린걸까. 당췌 재밌지가 않다.,부정
볼만하긴한데다보고나면좀찜찜한느낌?,부정
평론가평점과 차이가 큰걸로 봐서 평점알바들이 있나보네,부정
특징 잘묘사했다느니 하는애들 뭐냐. 고증이 완전 개판인데,부정
보는사람이 돈받고 봐야하는 영화...,부정
학교 다닐 당시의 추억을 떠올리게 할만한 꺼리도 못된다,부정
마지막 장면이 정말..상상초월..,긍정
아ㅋㅋ그저꼐 시혐기간에 누나랑 모르고봤는데 진짜 완전재밌게봣어요 ㅋㅋㅋㅋㅋ,긍정
"신선한 소재와 아름다운연기, 정말 잘어울리는 ost, 자연스러운 스토리전개등 대부분이 좋았다. 단, 개인적으로 결말을 열어놓는걸 별로 좋아하지 않아서 그게 좀 서글펐다.",긍정
제가 여지껏 여명 영화중에 그래도 가장 코믹성이 많은 작품이라 생각해요,부정
방황하는 청춘들아 이 영화를 꼭보시길,긍정
1편이 더 재밌긴 하지만 정말 아이들의 음악과 학교를 배경으로 한 것이 너무 좋아요!,긍정
억지즘 그만 부리고 착하다 못해 멍청한 진주가 잭회장과 시원하게 복수하는 모습즘 보여 주시죠~,부정
혹시나 하면서 기다리다 역시나 하게 되는 영화도 있다.,부정
더빙 진리.. 코다 귀여워 죽겠다..ㅠㅜ***,긍정
뤽 베송 머야;; 레옹은 뽀록으로 만들었나?;;,부정
아빠 빼고 다후려 치고싶었다.,부정
긴장감 쩔게봤는데 평점이 생각보다 낮네,긍정
영화가 끝나고..마지막 장면에서처럼 나도 멍하니......,긍정
심란하군!! 애써 볼 필요는 없을 듯한 한국정서와 상극인 영화,부정
1점도아깝다 ㅂㅇㅂㅇ,부정
대사들이 참 재밌었어요,긍정
"영상 구도, 음향 , 스토리 머하나 맘에 드는게 없다 모든게 어색하기 짝이없고 , 감독은 이걸 최종으로 보고 만족하고 개봉한거지?",부정
충분히 재밌다.. 두 말해서 무엇하리..,긍정
이거 재미없고 뻔한스토리에 억지눈물 짜내려는영화라고 머리에 각인되서 아직도 기억나네,부정
남동생이 왜 재수생 설정인지 알겠다.. 보는내내답답함,부정
역시 스페인의 강렬함,긍정
10분만에 컴에서 삭제,부정
억지로 시간 내서 본 영화인데 시간이 많이 아깝네요....,부정
말도안되는 쓰레기영화 시간이 아깝다. 정신병자들이나 조아할 영화ㅓ,부정
ㅎㅎ그냥요ㅎㅎ키륙케룩냐륭데헤,부정
이거 10점 준사람들도 가시지?ㅋ 가자지구 가서 찬양가 부르고와봨ㅋ,부정
담백한영화가뭔지알고싶다면 간간히아코디언나오는음악들은뭔노래일까 ost따위없겠지?ㅜ,긍정
그나저나 스타쉽트루퍼스에 나온 쟈니 친구가 여기 나와서 연설하고 있음ㅋㅋㅋ,긍정
지구는 인간들만이 지키는 것이 아니다라는 걸 가르쳐준 멋진 결말. 인간의 가치를 깨닫게 해주는 영화. 우리는 어째서 여기에 생존하고 있는가?,긍정
나혼자산다 보다가 진짜 독립했어욧ㅋㅋㅋㅋ아싸 신나신나 ^^나혼자산다 화이팅!!!,긍정
어제1보고 오늘2볼라고했는데 평점먼저봐서다행..어제의 1편을기억하고살아야지..,부정
와 정말 재밌었음 ㅎㅎ,긍정
정말 재밋게 봤어요^^ 추천!,긍정
평점이 너무 낮음일본 멜로물 중 가장 좋아하는 영화 중 하나배경도 느낌도 여운도 너무 좋았던 영화,긍정
피날레가 뭔가 좀 허무하게 끝난 감이 있지만 볼만 했다,긍정
잘 봤습니다.,긍정
좀 쉽게 만들어라 제길.. 성질급한 놈은 대체 보질 못하겠다..,부정
조페시는 갬비니 그 자체...,긍정
이 영화를 보는건 슈타인즈 게이트의 뜻,긍정
뭐 어쩌자는 이야기냐..,부정
별하개도 주기싫은 드라마 최하수준..이시대에이런 드라마를 만드는 쓰레기 공영방송..,부정
The Miracle(기적) 다시보고 싶은데 구할수가 없어요?,긍정
"난해한하다느니, 감독스탈이라느니 ... 다 개소리... 그냥 지루하다.",부정
말그대로 그들만의 리그더라,부정
진짜 내가 이걸 왜 이제야 봤는지 의문이다진심 딱 내나이라그런지 공감되기 좋은소재에보다가 눈물이 다나더라,긍정
내인생 최고의 영화였다 진짜,긍정
쩝....열자열자열자,부정
great,긍정
"나름B급영화적감수성은 충만한데,동명의게임에비하면,엔터테인먼트축에 끼지도못한다",부정
"캠프락,버레스크등 영향인가? 지루하고 잼없어..",부정
이것도 좀비계의 명작이지,긍정
충격과충격...원작이 내 인생최고의 책인데.... 하... 괜히봤어.모르고봤으면 몰라도 책 읽고 보면 안되는 영화.. 프랑스영화라 불안은 했지만.. 역시 결말이,부정
이 영화를 6점 주는 사람들도 있구나...세상에나..,부정
정말...이건 킬링타임용두 안된다-_- 무섭긴하나?,부정
"개봉후 평점이 좀 그래서 별론지 알았는데, 보니까 굉장히 심플하고 소소한 웃음도 있고, 주인공의 캐릭터도 좀 황홀해보이는 느낌이랄까?? 현실적인 내용에.. 암튼 맘에 든다",긍정
7년이 지나도 계속계속 보고 싶은영화!!!!,긍정
쎄다.,부정
3류 영화라 연기력은 기대안했지만 너무 하네.. 그리고 대학생들이 어디 시골가서 찍은 느낌..나도 영화 감독이 될수 있다는 자신감을 심어준 영화,부정
쿡티비로돈주고봣는데2000원이아까운영화. 재니퍼애니스톤이 왜 출연했는지모르겠다.,부정
반전에만 너무나 공을 들인다고 호러영화가 아니다.,부정
JUST YOU 내 인생 최고의 영화.,긍정
"시사회에서 웃음 막터짐,ㅋ",긍정
이게 뭐지.. 코믹영환가 공포영환가 약빨고 만들었네..,부정
처음 알았다. 하프가 이렇게 외로운 선율이라는 것을...,긍정
내용의전개성이없다. 이랬다저랬다뭐하잔건지,부정
별로. ㄱ감독때문에 기대하고 봤는데 별로네여,부정
아~ 멋져 너무 멋져 노력하면 저렇게 되는 거여,긍정
서극의 영화가 맞는지 지금도 믿겨지지 않는다.,부정
이런명품드라마를조기종영?말이됩니까???엠비씨가문제인지 시청률때문인지 드라마내용때문인지사실은모르겠으나 끝까지방송해주세요,긍정
병맛 공포 영화,부정
소재는 참 좋았는데 주연급들 캐스팅이 에러다 에러!!,부정
추억이라는 이름으로 별을 주기에도는 아깝다. 별반개도 아깝다.,부정
쓰레기영화,부정
미국판 사랑과 전쟁? 제목으로 어그로만 안 끌었으면 좋았을텐데,긍정
내 그동안 본 최악의 영화로 기억되리... 밑에 10점준 것들은 다 알바다.,부정
개낚인 영화.. 스칼렛 요한슨 최민식 조합? 내용은 똥이다,부정
"연출, 스토리, 액션씬 어느 것하나 특출난 것 없는 영화. 특히 주인공과 여주의 사랑 얘기는 정말 없는 게 나앗을 정도.. 그나마 18세기 프랑스를 배경으로 한 시대관은 괜찮았음. 5점 정도인데 과하게 평이 높아서 2점만 줌.",부정
기대하지 않고 봐서 그런지 신선하고 나름 괜찮았음.,긍정
영화 전제목이 가라테 키드라는게 맘에안듬 내가 일본인식이 이상해서그런가 가라테 키드 개맘에안듬,부정
교육적이지도 않고 메세지도 없고 재미도 없는 영화화가난다!,부정
이요원 ㅎㅎ 이걸 연기라고.. ㅎㅎ,부정
감동적이고 재미있게 봤습니다,긍정
전문가 평점보소...,긍정
국가는 '필요악'이다.,긍정
진짜 내생에 최악의 영화 ㅠㅠ 다운받아서 볼 가치도 없는 영화,부정
차라리 에로 영화였다면,부정
개그콘서트 재미없어...,부정
그냥삼류공포드라마ㅣ김지훈연기진짜못하네,부정
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 장난하냐 재미없고 깡패가 여자한테 맞는것도 이해안가는데 av찍으러 왔으면 찍기나하지 그리고 일본넘들이 한국여자 섭외는해도 한국 남자가 일본여자랑 하는걸 찍고 싶어하겠나 어이없네,부정
에드워드 펄롱 이때만이라도 좋으니 제발 이때로 돌아오길~,긍정
"영원한 시간... 그리고, 영원한 사랑..",긍정
생각보다 무겁지 않아요. 어린세대 분들에게도 추천. 나이가 있으신분들에게도 강추.,긍정
"조수정이 이쁘긴 하지만, 몸으로 때우는거만 해라. 연기력 극악.",부정
아들과 본 첫 영화..ㅠ 정말.. 돈 아까워 죽는줄 알았어요 제돈 26000원 돌려주세요!!,부정
완전재미없네,부정
영화도 영화지만 ost가 정말 너무 좋아요!!,긍정
this movie is really sucks!!,부정
박시연의 외모 외엔 볼 게 없다... ㅡㅡ;;,부정
누가 이 영화를 깎아내리느냐,긍정
누가 악인이지?,긍정
"수정이가 천사의 탈을쓴 악마네 족보가 후잡해지는 탄생이네 졸라 잘보구 있었는데 스토리 개,OOO됨. 한사장 순간 새됨 ㅅ,ㅂ 코에 걸면 코걸이 귀에 걸면 귀걸이네 .마지막에 드라마 병맛.. 개 말아먹음 시청자 우롱차됨 ㅋ 막장이다에 10점드림",긍정
아이들과 보기에 정말 좋은 영화네요. 아이들에게 교훈도 주고 더불아 사는 법을 알려주는 영화.,긍정
샷의 연결이 아닌 충돌만큼이나 거룩한 제목 또한 인상적이구려,긍정
아버지의 아들을 찾기 위한 박력!!,긍정
블랙 코메디로는 최고급 수준. 평점에 낚이지 말길,긍정
"맥거핀의 대가..최고다,",긍정
재밌습니다. ^^,긍정
"진짜 돈이 있으면 영화에 영자도 모르는 내가 찍어도 이거보다 잘찍겠다,",부정
오랜만에 볼만 했습니다. 이 정도가 저예산이면 예전 터미네이터2도 저예산입니다.,긍정
"굳이 영화로 만들 필요가 없었던 소재라 그런지 쓸데없는 장면에서 질질 끌기만 하고, 재미도 의미도 감동도 아무것도 남지 않는다.",부정
댄싱9짱 슈스케는 안봐도 이건 챙겨본다고요ㅜㅠ시즌2 꼭나오셔요 레드짱이긴 하나 다좋고 댄싱9 너무 좋아요ㅜㅠ,긍정
내 어릴 적 소중한 추억.,긍정
별점들이 짜군요 다들. 가족의 소중함을 일깨워주는 따뜻한 영화이거늘..,긍정
오찌 말로 설명하리^^~~~,긍정
우왕 ㅋ 굳 오예 멋지고 재밌음,긍정
재밌습니다/애니컬이라는 말이 무색하지 않고,긍정
빠순이빨이 너무심하다 포항전투 고인들 욕보이지말자 이분들은 소년원과는 관계없던 분들이었다,부정
대체 이 영화가 왜 19금이란 말이오?감독은 고추에 손을 올리고 반성하라,부정
완전 눈물뽕 다 빼느 드라마 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,긍정
"스케이트보드만으로는 안 되겠던지 온갖 진부한 것들을 어설프게 섞었다. 인물의 행동은 그냥 이상하고, 가끔씩 들어가는 슬로우 모션 장면들은 지루하기만 하다.",부정
예술영화? 뭔가 좀 이상하고 심오하다 싶으면 예술이지?? 재미도 개뿔없고 개연성도 없고 현실성이 떨어져도 예술이지? 록산느 메스키다땜에 봤는데 영~,부정
이런소재영화많은데영활별로안봤나보군.룰렛하나로울궈먹는영화.나도하재봉에낚임,부정
참신 신소재의 구성과 전개가 탄탄한 영화 명감독과 명배우들의 열연에 몰입력 있음,긍정
이 감독새끼 죽여버려~,부정
이 영화는 개인의 인간 승리에 대한 영화. 그나저나 저 시네 21의 영화평론가는 역사공부 좀 하는게 좋을듯..,긍정
양들의침묵을 지루하게 봐서 이것도 지루할것으로 예측,부정
이거 보느라 돈쓰느니 여친에게 위스퍼를 선물해라 ㅡㅡ^,부정
내가왜 보고있나하는생각이들게하는,부정
이렇게 유쾌한 리얼리즘을 본 적이 있던가? 변화와 관습 사이의 균형잡기.,긍정
재밌었지만 후반부가 아쉽다...,긍정
다큐냐.. 무성극이냐..무슨 영화가 대사가 없노..,부정
"오, 귀여워 귀여워..★",긍정
소장하고 두고 두고 보는 작품,긍정
스토리도 비현실적이고 북한을 무슨 엄청 강대국으로 설정한 특별한 이유라도 있나? 왜 한국이 외국영화에만 끼면 거의 좋지못한 모습으로 보이는거냐? 우리가 아직도 북한한테 전투력으로 거의 비긴다고 생각하나? 감독 뭐하는 놈이지,부정
의외로 수작이다!! 한번 보시길,긍정
한국코미디 영화는 이정도가 딱 마지노선이다. 이거랑 달마야놀자 두사부일체 주유소습격사건 정도? 재밋고 볼만하다,긍정
다윗과 골리앗,부정
명작이네.,긍정
